2025-10-25 01:58:44 | SUCCESS  | 📄 Logger inicializado correctamente.
2025-10-25 02:21:24 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:21:26 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:21:31 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:21:33 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:21:38 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:21:40 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:21:45 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:21:47 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:21:52 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:21:54 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:21:59 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:22:01 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:22:06 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:22:06 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 02:22:06 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 02:22:08 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:22:13 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:22:15 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:22:20 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:22:22 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:22:27 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:22:29 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:22:34 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:22:36 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:22:41 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:22:43 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:22:48 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:22:50 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:22:55 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:22:57 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:23:02 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:23:04 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:23:09 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:23:09 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 02:23:09 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 02:23:11 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:23:16 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:23:18 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:23:23 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:23:25 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:23:30 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:23:32 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:23:37 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:23:39 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:23:44 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:23:46 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:23:51 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:23:53 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:23:58 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:24:00 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:24:05 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:24:07 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:24:12 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:24:12 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 02:24:12 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 02:24:14 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:24:19 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:24:21 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:24:26 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:24:28 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:24:33 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:24:35 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:24:40 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:24:42 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:24:47 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:24:49 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:24:54 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:24:56 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:25:01 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:25:03 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:25:08 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:25:10 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:25:15 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:25:15 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 02:25:15 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 02:25:17 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:25:22 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:25:24 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:25:29 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:25:31 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:25:36 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:25:38 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:25:43 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:25:45 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:25:50 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:25:52 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:25:57 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:25:59 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:26:04 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:26:06 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:26:11 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:26:13 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:26:18 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:26:18 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 02:26:18 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 02:26:20 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:26:25 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:26:27 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:26:32 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:26:34 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:26:39 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:26:41 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:26:46 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:26:48 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:26:53 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:26:55 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:27:00 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:27:03 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:27:08 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:27:10 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:27:15 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:27:17 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:27:22 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:27:22 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 02:27:22 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 02:27:24 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:27:29 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:27:31 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:27:36 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:27:38 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:27:43 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:27:45 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:27:50 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:27:52 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:27:57 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:27:59 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:28:04 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:28:06 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:28:11 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:28:13 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:28:18 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:28:20 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:28:25 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:28:25 | INFO     | 🔍 Buscando servidor Ollama activo...
2025-10-25 02:28:25 | SUCCESS  | ✅ Conectado a Ollama LAN (http://192.168.50.123:11434) (latencia: 0.00s)
2025-10-25 02:28:27 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:28:32 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:28:34 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:28:39 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:28:41 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:28:46 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:28:48 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:28:53 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:28:55 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:29:00 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:29:02 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:29:07 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
2025-10-25 02:29:09 | DEBUG    | 🧠 Enviando solicitud a Ollama: {'model': 'deepseek-coder:6.7b', 'messages': [{'role': 'user', 'content': 'hola como estas que sabes hacer '}, {'role': 'user', 'content': 'hola comoes tas '}], 'stream': False, 'options': {'temperature': 0.7, 'num_predict': 2048}}
2025-10-25 02:29:14 | WARNING  | ⚠️ Timeout con Ollama. Reintentando...
